year,category,region,nhospotal,nbeds,ybeds,nill,nvillage_ill,bed_days,dvisits,hvisits,ndoctors,nnursing
2010,Обласні лікарні,Автономна pеспубліка Крим,1,915,915,28311,8623,311462,240561,0,434,704
2010,Обласні лікарні,Вінницька,1,746,746,24552,11705,259208,217841,0,337.25,605.5
2010,Обласні лікарні,Волинська,1,868,868,26444,12533,306823,171647,0,353.5,621.75
2010,Обласні лікарні,Дніпропетровська,1,1175,1175,36215,9752,413147,206066,0,412.25,716.25
2010,Обласні лікарні,Донецька,1,1105,1105,30527,3082,386940,573700,766,808.5,1200.5
2010,Обласні лікарні,Житомирська,1,835,835,28920,10535,299085,260477,0,315.25,672.5
2010,Обласні лікарні,Закарпатська,1,647,647,18761,11016,205598,105253,0,171.25,363
2010,Обласні лікарні,Запорізька,1,800,800,21065,10734,258313,127320,0,346,687.75
2010,Обласні лікарні,Івано-Франківська,1,800,800,25148,14226,274729,101792,0,357.5,684.75
2010,Обласні лікарні,Київська,2,1010,1004,33642,11865,336904,416200,0,519.25,925.25
2010,Обласні лікарні,Кіровоградська,1,905,905,27270,8449,330233,132028,0,359.5,705
2010,Обласні лікарні,Луганська,2,1130,1130,37184,4939,383514,355244,5091,441.25,801.5
2010,Обласні лікарні,Львівська,1,1110,1110,32635,12858,383095,111217,0,474,874
2010,Обласні лікарні,Миколаївська,1,510,510,16515,5847,175265,174495,0,251.25,344.5
2010,Обласні лікарні,Одеська,1,985,985,36037,14328,342111,246733,0,612.25,1055.25
2010,Обласні лікарні,Полтавська,1,715,715,22056,13468,243986,126471,0,311.5,576.25
2010,Обласні лікарні,Рівненська,1,725,725,21815,10982,257247,205654,0,363.75,647.75
2010,Обласні лікарні,Сумська,1,645,645,19174,6593,220706,118947,0,235,474.75
2010,Обласні лікарні,Тернопільська,1,665,665,20083,13876,234866,77089,0,219.25,398.5
2010,Обласні лікарні,Харківська,1,860,860,29891,9338,301388,173226,0,436.75,660.75
2010,Обласні лікарні,Херсонська,1,620,625.8,24344,9421,217868,259398,0,261.5,502.5
2010,Обласні лікарні,Хмельницька,1,875,861.7,26934,11198,285449,103648,0,272.5,543
2010,Обласні лікарні,Черкаська,1,978,978,31428,11410,334142,156054,0,314.25,704.75
2010,Обласні лікарні,Чернівецька,1,767,803.62,23729,12860,277714,89117,0,255.25,454.75
2010,Обласні лікарні,Чернігівська,1,730,730,21703,7756,240465,138906,0,194.25,450.75
2010,Обласні лікарні,м.Київ,0,0,0,0,0,0,0,0,0,0
2010,Обласні лікарні,м.Севастополь,0,0,0,0,0,0,0,0,0,0
2010,Дитячі обласні лікарні,Автономна pеспубліка Крим,1,410,410,12950,5564,133977,79729,0,245.75,389.5
2010,Дитячі обласні лікарні,Вінницька,1,450,450,14167,8777,151922,144787,0,206.25,391.5
2010,Дитячі обласні лікарні,Волинська,1,390,390,14257,8119,129642,75829,0,187.75,383.25
2010,Дитячі обласні лікарні,Дніпропетровська,1,410,410,16429,4256,145414,115294,0,195,304
2010,Дитячі обласні лікарні,Донецька,1,400,400,14293,958,137561,99369,0,183,363
2010,Дитячі обласні лікарні,Житомирська,1,430,430,15260,5838,146918,96253,0,176.5,446.5
2010,Дитячі обласні лікарні,Закарпатська,1,447,447,12209,6966,147350,272032,41639,168.5,349.5
2010,Дитячі обласні лікарні,Запорізька,1,450,450,11320,4226,134149,76756,0,151,313
2010,Дитячі обласні лікарні,Івано-Франківська,1,450,450,14114,7718,156404,84202,0,164,394.5
2010,Дитячі обласні лікарні,Київська,2,600,600,20729,8239,206169,96500,0,176.25,448
2010,Дитячі обласні лікарні,Кіровоградська,1,450,450,14190,3995,147201,41789,0,129.75,318
2010,Дитячі обласні лікарні,Луганська,1,500,500,15151,1962,161374,152109,0,235.25,413
2010,Дитячі обласні лікарні,Львівська,2,600,600,20241,8968,205045,138131,0,292.75,512.25
2010,Дитячі обласні лікарні,Миколаївська,1,510,510,15432,4838,162338,60045,0,195.25,417.5
2010,Дитячі обласні лікарні,Одеська,1,510,510,14527,7541,155083,115510,0,260.5,484.5
2010,Дитячі обласні лікарні,Полтавська,1,190,190,4843,3210,59953,156849,19144,108.25,215.25
2010,Дитячі обласні лікарні,Рівненська,1,375,375,12135,6237,127997,110704,0,168.75,371.5
2010,Дитячі обласні лікарні,Сумська,1,410,410,12615,5195,135364,91932,0,155.25,352.25
2010,Дитячі обласні лікарні,Тернопільська,1,405,405,13952,7091,138192,52930,0,155.5,325.75
2010,Дитячі обласні лікарні,Харківська,2,760,760,32146,5706,233097,120234,0,254.25,500.75
2010,Дитячі обласні лікарні,Херсонська,1,540,540,16703,9908,187170,81842,0,173.5,434.25
2010,Дитячі обласні лікарні,Хмельницька,1,250,250,6878,2975,86185,38053,0,65.5,132
2010,Дитячі обласні лікарні,Черкаська,0,0,0,0,0,0,0,0,0,0
2010,Дитячі обласні лікарні,Чернівецька,2,355,355,9467,5877,112320,64614,0,123.25,251.75
2010,Дитячі обласні лікарні,Чернігівська,1,530,530,15376,4274,163769,53647,0,147.25,435.75
2010,Дитячі обласні лікарні,м.Київ,1,620,620,17423,2965,194028,314463,0,496.75,859.5
2010,Дитячі обласні лікарні,м.Севастополь,0,0,0,0,0,0,0,0,0,0
2010,Міські лікарні,Автономна pеспубліка Крим,15,4004,3975,116491,11168,1308083,2749153,243964,1456.25,2915.25
2010,Міські лікарні,Вінницька,13,1285,1285,40192,4838,417776,1606831,214835,589.5,1136.5
2010,Міські лікарні,Волинська,4,1083,1083,34336,4798,379752,629035,52483,351.25,785.25
2010,Міські лікарні,Дніпропетровська,67,15327,15476,454432,18323,5286791,16901289,1490779,6387.75,12525.25
2010,Міські лікарні,Донецька,99,17970,18004,573568,18315,6090049,27500107,2251282,8773.25,19364.25
2010,Міські лікарні,Житомирська,17,2065,2065,75515,11437,680029,3530825,501826,1196.25,2366.5
2010,Міські лікарні,Закарпатська,10,660,660,21167,6380,231448,326862,68756,220.75,457
2010,Міські лікарні,Запорізька,14,3910,3910,114020,6620,1350151,4018972,543576,1783.75,3470.25
2010,Міські лікарні,Івано-Франківська,16,1645,1645,48706,16345,533766,1033616,118097,575.5,1172.25
2010,Міські лікарні,Київська,8,1580,1581,50567,6206,536934,1540372,184948,718,1448.25
2010,Міські лікарні,Кіровоградська,10,1302,1314,41761,2686,435812,1017665,109539,467.75,1182.5
2010,Міські лікарні,Луганська,49,9334,9397,284172,7115,3173167,9966134,760961,3793,7967.5
2010,Міські лікарні,Львівська,33,4933,4955,148733,32226,1698807,5881308,760451,2087.75,4459.25
2010,Міські лікарні,Миколаївська,8,1551,1555,46972,6280,533967,1373162,102771,632.75,1437
2010,Міські лікарні,Одеська,25,5160,5159,141097,17119,1709937,3587948,441877,1991.25,3930.25
2010,Міські лікарні,Полтавська,13,1992,1995,67202,4633,662010,3156725,350780,1221.25,2391.75
2010,Міські лікарні,Рівненська,6,1550,1546,49400,11794,529809,1094358,91723,560.25,1259.75
2010,Міські лікарні,Сумська,14,1260,1262.9,38292,4433,411303,1441449,171734,566.25,1277.5
2010,Міські лікарні,Тернопільська,2,675,675,19864,1977,224817,792652,138785,371.5,663.75
2010,Міські лікарні,Харківська,33,5980,5940,196275,15590,1977443,5613633,444554,2367.25,4870
2010,Міські лікарні,Херсонська,5,1802,1806.8,58522,4109,623816,4012237,507910,1222.5,2248.75
2010,Міські лікарні,Хмельницька,3,1450,1450,47650,4774,467355,520861,28158,454,944.25
2010,Міські лікарні,Черкаська,11,1780,1788,53639,7779,589654,1125781,111865,510.5,1321.75
2010,Міські лікарні,Чернівецька,7,582,613.39,18704,3122,222017,413095,52155,181.25,377.5
2010,Міські лікарні,Чернігівська,6,2282,2280.6,65269,3052,758660,2330643,311082,933,2204.5
2010,Міські лікарні,м.Київ,21,9740,9740,281292,9158,2970247,1242438,25771,2956.25,5891
2010,Міські лікарні,м.Севастополь,7,1957,1957,65994,3262,640508,2755029,291414,1390.25,2500.75
2010,Дитячі міські лікарні,Автономна pеспубліка Крим,6,795,795,28486,2402,250920,1514061,208258,606.5,1215.25
2010,Дитячі міські лікарні,Вінницька,2,85,85,2770,1411,28567,198719,15929,46,107
2010,Дитячі міські лікарні,Волинська,1,45,45,1570,387,15259,173377,26808,36.25,79.25
2010,Дитячі міські лікарні,Дніпропетровська,10,1275,1275,40144,1983,419438,2103183,342171,843.25,1628.5
2010,Дитячі міські лікарні,Донецька,14,1639,1640,59804,1546,535905,2696520,363702,962.75,2323.5
2010,Дитячі міські лікарні,Житомирська,1,190,190,9054,126,66024,778274,127271,226.25,450.5
2010,Дитячі міські лікарні,Закарпатська,1,120,120,3581,711,31805,339069,59814,116.25,183.5
2010,Дитячі міські лікарні,Запорізька,4,890,890,30170,1450,270287,1140305,176859,545.25,1264.25
2010,Дитячі міські лікарні,Івано-Франківська,5,460,460,17550,6694,154856,1136413,188173,374.5,735.75
2010,Дитячі міські лікарні,Київська,3,230,230,8475,2894,79489,375361,39373,130.75,255.25
2010,Дитячі міські лікарні,Кіровоградська,2,140,140,4142,298,51662,135515,25973,54.75,156.75
2010,Дитячі міські лікарні,Луганська,11,920,931,29084,179,302513,1873302,280585,669.25,1427.75
2010,Дитячі міські лікарні,Львівська,4,690,690,25149,5718,231442,636380,78995,339.5,772.25
2010,Дитячі міські лікарні,Миколаївська,1,225,225,7671,41,81286,309554,44570,79,197.5
2010,Дитячі міські лікарні,Одеська,5,710,710,19417,2281,215479,274657,34077,252,522.5
2010,Дитячі міські лікарні,Полтавська,2,540,540,19156,5423,176733,761271,110988,341,818
2010,Дитячі міські лікарні,Рівненська,1,150,150,5481,169,55671,542896,94934,135,295.75
2010,Дитячі міські лікарні,Сумська,2,400,400,14551,2123,133099,543461,78451,251.75,591.25
2010,Дитячі міські лікарні,Тернопільська,1,200,200,6331,652,61576,454308,95011,210.75,398.25
2010,Дитячі міські лікарні,Харківська,4,690,690,18472,487,227972,500175,65556,233.75,410.75
2010,Дитячі міські лікарні,Херсонська,0,0,0,0,0,0,0,0,0,0
2010,Дитячі міські лікарні,Хмельницька,1,380,380,11547,3937,127468,963424,117490,258.25,516.75
2010,Дитячі міські лікарні,Черкаська,2,330,330,11838,1776,105047,576750,142651,237.25,538.75
2010,Дитячі міські лікарні,Чернівецька,1,210,210,7482,3444,75866,0,0,70,165
2010,Дитячі міські лікарні,Чернігівська,1,50,50,1648,50,18426,127558,15490,43.75,87.25
2010,Дитячі міські лікарні,м.Київ,9,1895,1895,58586,925,526688,1137549,202949,920,1894.75
2010,Дитячі міські лікарні,м.Севастополь,0,0,0,0,0,0,0,0,0,0
2010,Mіс.лік.шв.доп.,Автономна pеспубліка Крим,1,370,383,8676,907,118473,76287,49,207.5,331.5
2010,Mіс.лік.шв.доп.,Вінницька,1,330,330,12709,984,111252,438690,34257,215.5,356.25
2010,Mіс.лік.шв.доп.,Волинська,0,0,0,0,0,0,0,0,0,0
2010,Mіс.лік.шв.доп.,Дніпропетровська,2,680,685,20241,1044,236442,12309,0,270.25,488.5
2010,Mіс.лік.шв.доп.,Донецька,1,280,280,7299,460,93562,9591,0,75.25,209.25
2010,Mіс.лік.шв.доп.,Житомирська,0,0,0,0,0,0,0,0,0,0
2010,Mіс.лік.шв.доп.,Закарпатська,0,0,0,0,0,0,0,0,0,0
2010,Mіс.лік.шв.доп.,Запорізька,1,760,760,22408,1635,269190,0,0,427.5,758
2010,Mіс.лік.шв.доп.,Івано-Франківська,0,0,0,0,0,0,0,0,0,0
2010,Mіс.лік.шв.доп.,Київська,0,0,0,0,0,0,0,0,0,0
2010,Mіс.лік.шв.доп.,Кіровоградська,1,345,360,11128,903,112957,12184,0,101,249.5
2010,Mіс.лік.шв.доп.,Луганська,0,0,0,0,0,0,0,0,0,0
2010,Mіс.лік.шв.доп.,Львівська,1,970,970,29356,2509,327137,0,0,290.5,577
2010,Mіс.лік.шв.доп.,Миколаївська,1,410,410,11771,1004,130426,0,0,156.25,278.25
2010,Mіс.лік.шв.доп.,Одеська,0,0,0,0,0,0,0,0,0,0
2010,Mіс.лік.шв.доп.,Полтавська,0,0,0,0,0,0,0,0,0,0
2010,Mіс.лік.шв.доп.,Рівненська,0,0,0,0,0,0,0,0,0,0
2010,Mіс.лік.шв.доп.,Сумська,0,0,0,0,0,0,0,0,0,0
2010,Mіс.лік.шв.доп.,Тернопільська,1,265,265,7772,773,95873,401011,75328,176,303
2010,Mіс.лік.шв.доп.,Харківська,1,1000,1000,40571,1185,316977,15099,0,400,670.5
2010,Mіс.лік.шв.доп.,Херсонська,0,0,0,0,0,0,0,0,0,0
2010,Mіс.лік.шв.доп.,Хмельницька,0,0,0,0,0,0,0,0,0,0
2010,Mіс.лік.шв.доп.,Черкаська,1,565,565,19121,1483,196057,358740,42415,211.75,514
2010,Mіс.лік.шв.доп.,Чернівецька,1,500,523,15685,7193,197309,0,0,195.25,315.75
2010,Mіс.лік.шв.доп.,Чернігівська,0,0,0,0,0,0,0,0,0,0
2010,Mіс.лік.шв.доп.,м.Київ,1,710,710,34567,1568,226821,25607,0,404.5,694.25
2010,Mіс.лік.шв.доп.,м.Севастополь,0,0,0,0,0,0,0,0,0,0
2010,Госпіталі ІГВ,Автономна pеспубліка Крим,1,200,200,3913,1007,73194,61255,0,44,91.25
2010,Госпіталі ІГВ,Вінницька,1,220,220,5322,2445,79086,0,0,63.25,157.25
2010,Госпіталі ІГВ,Волинська,1,200,200,5245,2299,73617,32109,0,46,101.75
2010,Госпіталі ІГВ,Дніпропетровська,2,250,250,5192,1030,88436,0,0,43.25,100.25
2010,Госпіталі ІГВ,Донецька,2,430,430,6259,795,147621,0,0,56.75,182.5
2010,Госпіталі ІГВ,Житомирська,1,240,240,4648,1458,81987,6383,0,29.5,87.5
2010,Госпіталі ІГВ,Закарпатська,1,60,60,1588,530,23673,38175,1587,30.25,57.25
2010,Госпіталі ІГВ,Запорізька,1,110,110,2181,333,38992,0,0,22.75,49.25
2010,Госпіталі ІГВ,Івано-Франківська,0,0,0,0,0,0,0,0,0,0
2010,Госпіталі ІГВ,Київська,1,600,600,9432,1576,209146,31999,0,83.75,251.25
2010,Госпіталі ІГВ,Кіровоградська,1,210,210,3946,1645,73984,25599,0,29.25,94
2010,Госпіталі ІГВ,Луганська,1,250,250,4863,704,87183,0,0,31,106.75
2010,Госпіталі ІГВ,Львівська,1,810,810,16176,6367,289919,75508,0,146,338.75
2010,Госпіталі ІГВ,Миколаївська,1,300,300,6129,2615,104664,36603,0,51,115.25
2010,Госпіталі ІГВ,Одеська,2,230,230,5587,1432,77567,0,0,25,77.5
2010,Госпіталі ІГВ,Полтавська,3,450,450,9366,3049,157472,79928,0,74.5,227
2010,Госпіталі ІГВ,Рівненська,1,280,280,5244,2193,95952,36325,0,40.75,111.75
2010,Госпіталі ІГВ,Сумська,1,230,230,4366,1278,79999,0,0,38.75,116.5
2010,Госпіталі ІГВ,Тернопільська,1,120,120,2136,1282,41305,0,0,14.75,44.5
2010,Госпіталі ІГВ,Харківська,1,250,250,5228,1417,90901,24107,0,35,91
2010,Госпіталі ІГВ,Херсонська,1,232,232,4567,1076,78181,24156,0,37,108.5
2010,Госпіталі ІГВ,Хмельницька,1,300,300,6133,3147,104740,0,0,39.25,124.25
2010,Госпіталі ІГВ,Черкаська,1,250,250,5630,1514,86003,20684,4362,53.5,151.5
2010,Госпіталі ІГВ,Чернівецька,1,225,225,4598,2293,76825,20559,2257,31.5,79
2010,Госпіталі ІГВ,Чернігівська,1,100,100,1938,625,35167,0,0,9.75,29.5
2010,Госпіталі ІГВ,м.Київ,2,720,720,13066,627,247304,0,0,98,238
2010,Госпіталі ІГВ,м.Севастополь,0,0,0,0,0,0,0,0,0,0
2010,Всі спеціалізовані лікарні,Автономна pеспубліка Крим,5,645,645,12557,2447,184920,20529,1355,78.75,231.75
2010,Всі спеціалізовані лікарні,Вінницька,9,560,537,10664,3736,182685,17184,0,91.5,248
2010,Всі спеціалізовані лікарні,Волинська,4,430,430,6977,1997,130647,0,0,55.25,183
2010,Всі спеціалізовані лікарні,Дніпропетровська,5,790,790,19435,3123,260224,31166,0,120.5,354.25
2010,Всі спеціалізовані лікарні,Донецька,7,1655,1655,19948,1582,505749,194677,0,358.25,752
2010,Всі спеціалізовані лікарні,Житомирська,2,150,150,3658,1315,51095,11167,0,56.5,99
2010,Всі спеціалізовані лікарні,Закарпатська,6,1045,1065,11151,5231,314728,52585,0,180.75,419.25
2010,Всі спеціалізовані лікарні,Запорізька,4,520,520,12046,1640,146896,107543,0,140.5,254.5
2010,Всі спеціалізовані лікарні,Івано-Франківська,3,285,285,7273,2306,72561,24776,0,81.75,177.75
2010,Всі спеціалізовані лікарні,Київська,3,370,370,5458,1148,117189,1208,0,48,158
2010,Всі спеціалізовані лікарні,Кіровоградська,1,320,320,1145,518,103165,0,0,27,117.75
2010,Всі спеціалізовані лікарні,Луганська,8,605,605,12807,597,181253,16862,0,91.5,243.25
2010,Всі спеціалізовані лікарні,Львівська,9,1190,1190,21142,5764,349949,89486,142,157.5,477
2010,Всі спеціалізовані лікарні,Миколаївська,5,448,448,14122,3933,135153,97118,0,117.75,288
2010,Всі спеціалізовані лікарні,Одеська,7,1430,1430,23775,4163,413949,60134,121,159,476.25
2010,Всі спеціалізовані лікарні,Полтавська,5,472,472,7991,2334,140208,109752,13052,126,247.5
2010,Всі спеціалізовані лікарні,Рівненська,7,485,485,2811,1641,167613,0,0,34.75,136.5
2010,Всі спеціалізовані лікарні,Сумська,1,100,100,2044,275,18610,7336,0,30.75,66.75
2010,Всі спеціалізовані лікарні,Тернопільська,4,460,460,7873,4024,175504,0,0,36.25,139.75
2010,Всі спеціалізовані лікарні,Харківська,7,1715,1715,42230,7422,558818,42986,0,360.5,898.25
2010,Всі спеціалізовані лікарні,Херсонська,4,530,530,6139,1651,148776,5255,0,44,199.5
2010,Всі спеціалізовані лікарні,Хмельницька,4,335,335,6035,1609,98328,8594,4,56.75,168.75
2010,Всі спеціалізовані лікарні,Черкаська,1,100,100,3143,149,26422,0,0,16.5,54
2010,Всі спеціалізовані лікарні,Чернівецька,2,195,218.3,3481,2137,66948,14048,0,18.25,58.25
2010,Всі спеціалізовані лікарні,Чернігівська,1,50,50,96,62,12456,11203,461,7,16.75
2010,Всі спеціалізовані лікарні,м.Київ,11,2422,2422,56027,5162,681251,397522,11717,755.25,1550.75
2010,Всі спеціалізовані лікарні,м.Севастополь,1,210,210,9928,260,73592,8828,0,50.5,152.25
2010,-інф.д/доросл.,Автономна pеспубліка Крим,0,0,0,0,0,0,0,0,0,0
2010,-інф.д/доросл.,Вінницька,0,0,0,0,0,0,0,0,0,0
2010,-інф.д/доросл.,Волинська,1,210,210,6369,1566,58325,0,0,42,126.5
2010,-інф.д/доросл.,Дніпропетровська,1,220,220,7408,247,74295,0,0,39.5,151
2010,-інф.д/доросл.,Донецька,2,150,150,5505,524,50716,0,0,17.5,83.75
2010,-інф.д/доросл.,Житомирська,0,0,0,0,0,0,0,0,0,0
2010,-інф.д/доросл.,Закарпатська,1,100,100,2810,909,22536,497,0,29.25,69.5
2010,-інф.д/доросл.,Запорізька,1,320,320,8863,961,82244,0,0,57.25,132.75
2010,-інф.д/доросл.,Івано-Франківська,2,245,245,5955,1828,57212,6548,0,57.25,158
2010,-інф.д/доросл.,Київська,1,120,120,3605,541,32423,0,0,28.75,80.25
2010,-інф.д/доросл.,Кіровоградська,0,0,0,0,0,0,0,0,0,0
2010,-інф.д/доросл.,Луганська,3,220,220,8237,71,71735,0,0,29.5,116
2010,-інф.д/доросл.,Львівська,2,460,460,11116,3161,110424,0,0,70,207.5
2010,-інф.д/доросл.,Миколаївська,1,110,110,2713,291,24449,0,0,30.5,89.5
2010,-інф.д/доросл.,Одеська,2,530,530,18483,2687,123128,1659,0,75.25,251.75
2010,-інф.д/доросл.,Полтавська,1,152,152,5177,1052,41017,0,0,31,94.25
2010,-інф.д/доросл.,Рівненська,0,0,0,0,0,0,0,0,0,0
2010,-інф.д/доросл.,Сумська,1,100,100,2044,275,18610,7336,0,30.75,66.75
2010,-інф.д/доросл.,Тернопільська,0,0,0,0,0,0,0,0,0,0
2010,-інф.д/доросл.,Харківська,1,240,240,6528,337,62809,0,0,49.75,138.5
2010,-інф.д/доросл.,Херсонська,1,220,220,5225,1081,44163,5255,0,29,132.25
2010,-інф.д/доросл.,Хмельницька,1,150,150,5290,1207,43934,0,0,33.5,113.25
2010,-інф.д/доросл.,Черкаська,1,100,100,3143,149,26422,0,0,16.5,54
2010,-інф.д/доросл.,Чернівецька,0,0,0,0,0,0,0,0,0,0
2010,-інф.д/доросл.,Чернігівська,0,0,0,0,0,0,0,0,0,0
2010,-інф.д/доросл.,м.Київ,0,0,0,0,0,0,0,0,0,0
2010,-інф.д/доросл.,м.Севастополь,1,210,210,9928,260,73592,8828,0,50.5,152.25
2010,-інф.д/дітей,Автономна pеспубліка Крим,1,140,140,5834,1563,45217,0,0,31.25,94.25
2010,-інф.д/дітей,Вінницька,1,60,60,4109,673,16747,0,0,15.75,54
2010,-інф.д/дітей,Волинська,0,0,0,0,0,0,0,0,0,0
2010,-інф.д/дітей,Дніпропетровська,0,0,0,0,0,0,0,0,0,0
2010,-інф.д/дітей,Донецька,0,0,0,0,0,0,0,0,0,0
2010,-інф.д/дітей,Житомирська,0,0,0,0,0,0,0,0,0,0
2010,-інф.д/дітей,Закарпатська,0,0,0,0,0,0,0,0,0,0
2010,-інф.д/дітей,Запорізька,0,0,0,0,0,0,0,0,0,0
2010,-інф.д/дітей,Івано-Франківська,0,0,0,0,0,0,0,0,0,0
2010,-інф.д/дітей,Київська,0,0,0,0,0,0,0,0,0,0
2010,-інф.д/дітей,Кіровоградська,0,0,0,0,0,0,0,0,0,0
2010,-інф.д/дітей,Луганська,1,100,100,2702,268,22042,0,0,11,26.5
2010,-інф.д/дітей,Львівська,0,0,0,0,0,0,0,0,0,0
2010,-інф.д/дітей,Миколаївська,1,100,100,4278,1361,28182,0,0,23.75,58.5
2010,-інф.д/дітей,Одеська,0,0,0,0,0,0,0,0,0,0
2010,-інф.д/дітей,Полтавська,0,0,0,0,0,0,0,0,0,0
2010,-інф.д/дітей,Рівненська,0,0,0,0,0,0,0,0,0,0
2010,-інф.д/дітей,Сумська,0,0,0,0,0,0,0,0,0,0
2010,-інф.д/дітей,Тернопільська,0,0,0,0,0,0,0,0,0,0
2010,-інф.д/дітей,Харківська,1,350,350,12441,3504,102985,0,0,66.5,188.75
2010,-інф.д/дітей,Херсонська,0,0,0,0,0,0,0,0,0,0
2010,-інф.д/дітей,Хмельницька,0,0,0,0,0,0,0,0,0,0
2010,-інф.д/дітей,Черкаська,0,0,0,0,0,0,0,0,0,0
2010,-інф.д/дітей,Чернівецька,0,0,0,0,0,0,0,0,0,0
2010,-інф.д/дітей,Чернігівська,0,0,0,0,0,0,0,0,0,0
2010,-інф.д/дітей,м.Київ,1,120,120,2240,44,18541,0,0,28.5,69
2010,-інф.д/дітей,м.Севастополь,0,0,0,0,0,0,0,0,0,0
2010,-туб.д/доросл.,Автономна pеспубліка Крим,1,55,55,228,29,18703,20529,1355,15,27.5
2010,-туб.д/доросл.,Вінницька,4,145,122,343,267,38785,0,0,16,46.75
2010,-туб.д/доросл.,Волинська,3,220,220,608,431,72322,0,0,13.25,56.5
2010,-туб.д/доросл.,Дніпропетровська,1,50,50,146,52,17355,0,0,2.5,10
2010,-туб.д/доросл.,Донецька,1,705,705,2015,81,173716,39141,0,102.5,181.25
2010,-туб.д/доросл.,Житомирська,0,0,0,0,0,0,0,0,0,0
2010,-туб.д/доросл.,Закарпатська,1,505,505,1633,1008,176772,25052,0,52.25,144.25
2010,-туб.д/доросл.,Запорізька,1,95,95,221,63,30836,0,0,5,19
2010,-туб.д/доросл.,Івано-Франківська,0,0,0,0,0,0,0,0,0,0
2010,-туб.д/доросл.,Київська,1,175,175,389,183,54584,0,0,12,45
2010,-туб.д/доросл.,Кіровоградська,1,320,320,1145,518,103165,0,0,27,117.75
2010,-туб.д/доросл.,Луганська,1,120,120,294,82,36261,0,0,9,27
2010,-туб.д/доросл.,Львівська,2,290,290,898,307,97092,557,0,26.5,88.75
2010,-туб.д/доросл.,Миколаївська,0,0,0,0,0,0,0,0,0,0
2010,-туб.д/доросл.,Одеська,2,755,755,2573,745,240104,0,0,49,164.5
2010,-туб.д/доросл.,Полтавська,2,220,220,567,441,70390,0,0,12.5,42.25
2010,-туб.д/доросл.,Рівненська,6,425,425,1518,1066,145906,0,0,29,107
2010,-туб.д/доросл.,Сумська,0,0,0,0,0,0,0,0,0,0
2010,-туб.д/доросл.,Тернопільська,2,110,110,602,387,37041,0,0,9.5,31.75
2010,-туб.д/доросл.,Харківська,3,450,450,1285,316,156084,0,0,34.25,119
2010,-туб.д/доросл.,Херсонська,2,210,210,566,371,71939,0,0,8.75,45.25
2010,-туб.д/доросл.,Хмельницька,2,155,155,530,334,49516,0,0,9.5,38.5
2010,-туб.д/доросл.,Черкаська,0,0,0,0,0,0,0,0,0,0
2010,-туб.д/доросл.,Чернівецька,0,0,0,0,0,0,0,0,0,0
2010,-туб.д/доросл.,Чернігівська,1,50,50,96,62,12456,11203,461,7,16.75
2010,-туб.д/доросл.,м.Київ,2,665,665,1538,102,156523,133019,10390,72.5,170.25
2010,-туб.д/доросл.,м.Севастополь,0,0,0,0,0,0,0,0,0,0
2010,-туб.д/дітей,Автономна pеспубліка Крим,0,0,0,0,0,0,0,0,0,0
2010,-туб.д/дітей,Вінницька,0,0,0,0,0,0,0,0,0,0
2010,-туб.д/дітей,Волинська,0,0,0,0,0,0,0,0,0,0
2010,-туб.д/дітей,Дніпропетровська,0,0,0,0,0,0,0,0,0,0
2010,-туб.д/дітей,Донецька,0,0,0,0,0,0,0,0,0,0
2010,-туб.д/дітей,Житомирська,0,0,0,0,0,0,0,0,0,0
2010,-туб.д/дітей,Закарпатська,0,0,0,0,0,0,0,0,0,0
2010,-туб.д/дітей,Запорізька,0,0,0,0,0,0,0,0,0,0
2010,-туб.д/дітей,Івано-Франківська,0,0,0,0,0,0,0,0,0,0
2010,-туб.д/дітей,Київська,0,0,0,0,0,0,0,0,0,0
2010,-туб.д/дітей,Кіровоградська,0,0,0,0,0,0,0,0,0,0
2010,-туб.д/дітей,Луганська,1,90,90,321,56,25326,0,0,6.25,20
2010,-туб.д/дітей,Львівська,0,0,0,0,0,0,0,0,0,0
2010,-туб.д/дітей,Миколаївська,0,0,0,0,0,0,0,0,0,0
2010,-туб.д/дітей,Одеська,0,0,0,0,0,0,0,0,0,0
2010,-туб.д/дітей,Полтавська,0,0,0,0,0,0,0,0,0,0
2010,-туб.д/дітей,Рівненська,0,0,0,0,0,0,0,0,0,0
2010,-туб.д/дітей,Сумська,0,0,0,0,0,0,0,0,0,0
2010,-туб.д/дітей,Тернопільська,0,0,0,0,0,0,0,0,0,0
2010,-туб.д/дітей,Харківська,0,0,0,0,0,0,0,0,0,0
2010,-туб.д/дітей,Херсонська,1,100,100,348,199,32674,0,0,6.25,22
2010,-туб.д/дітей,Хмельницька,0,0,0,0,0,0,0,0,0,0
2010,-туб.д/дітей,Черкаська,0,0,0,0,0,0,0,0,0,0
2010,-туб.д/дітей,Чернівецька,0,0,18.7,40,25,4548,0,0,0,0
2010,-туб.д/дітей,Чернігівська,0,0,0,0,0,0,0,0,0,0
2010,-туб.д/дітей,м.Київ,1,140,140,470,26,32071,0,0,16.75,51.75
2010,-туб.д/дітей,м.Севастополь,0,0,0,0,0,0,0,0,0,0
2010,-офтальмолог.,Автономна pеспубліка Крим,0,0,0,0,0,0,0,0,0,0
2010,-офтальмолог.,Вінницька,0,0,0,0,0,0,0,0,0,0
2010,-офтальмолог.,Волинська,0,0,0,0,0,0,0,0,0,0
