year,category,region,nhospotal,nbeds,ybeds,nill,nvillage_ill,bed_days,dvisits,hvisits,ndoctors,nnursing
2020,Mіс.лік.шв.доп.,Автономна pеспубліка Крим,0,0,0,0,0,0,0,0,0,0
2020,Mіс.лік.шв.доп.,Вінницька,1,320,320,13348,2821,93497,34104,0,174.75,264
2020,Mіс.лік.шв.доп.,Волинська,0,0,0,0,0,0,0,0,0,0
2020,Mіс.лік.шв.доп.,Дніпропетровська,2,940,940,25558,1825,237316,209585,240,387.25,589.5
2020,Mіс.лік.шв.доп.,Донецька,1,180,180,4370,527,47695,763,0,67,185
2020,Mіс.лік.шв.доп.,Житомирська,0,0,0,0,0,0,0,0,0,0
2020,Mіс.лік.шв.доп.,Закарпатська,0,0,0,0,0,0,0,0,0,0
2020,Mіс.лік.шв.доп.,Запорізька,1,710,710,15292,1227,121185,0,0,379.75,624.75
2020,Mіс.лік.шв.доп.,Івано-Франківська,0,0,0,0,0,0,0,0,0,0
2020,Mіс.лік.шв.доп.,Київська,0,0,0,0,0,0,0,0,0,0
2020,Mіс.лік.шв.доп.,Кіровоградська,1,300,300,7909,1060,62125,9384,0,109,241
2020,Mіс.лік.шв.доп.,Луганська,0,0,0,0,0,0,0,0,0,0
2020,Mіс.лік.шв.доп.,Львівська,1,1282,970,33128,4782,267265,0,0,437.25,625
2020,Mіс.лік.шв.доп.,Миколаївська,1,340,340,8938,1237,86828,138528,1175,213.5,354
2020,Mіс.лік.шв.доп.,Одеська,0,0,0,0,0,0,0,0,0,0
2020,Mіс.лік.шв.доп.,Полтавська,0,0,0,0,0,0,0,0,0,0
2020,Mіс.лік.шв.доп.,Рівненська,0,0,0,0,0,0,0,0,0,0
2020,Mіс.лік.шв.доп.,Сумська,0,0,0,0,0,0,0,0,0,0
2020,Mіс.лік.шв.доп.,Тернопільська,1,215,215,6376,1411,55131,0,0,86.75,168
2020,Mіс.лік.шв.доп.,Харківська,1,960,960,23841,3174,207684,9731,0,353.5,554
2020,Mіс.лік.шв.доп.,Херсонська,0,0,0,0,0,0,0,0,0,0
2020,Mіс.лік.шв.доп.,Хмельницька,0,0,0,0,0,0,0,0,0,0
2020,Mіс.лік.шв.доп.,Черкаська,1,555,555,15499,2280,130174,21617,0,155.75,392
2020,Mіс.лік.шв.доп.,Чернівецька,1,460,460,13266,7748,137813,0,0,230.75,318.25
2020,Mіс.лік.шв.доп.,Чернігівська,0,0,0,0,0,0,0,0,0,0
2020,Mіс.лік.шв.доп.,м.Київ,1,675,675,23339,1117,176070,25041,0,412,658.75
2020,Mіс.лік.шв.доп.,м.Севастополь,0,0,0,0,0,0,0,0,0,0
2020,Госпіталі ІГВ,Автономна pеспубліка Крим,0,0,0,0,0,0,0,0,0,0
2020,Госпіталі ІГВ,Вінницька,1,220,220,3482,1189,34503,0,0,57.25,146.5
2020,Госпіталі ІГВ,Волинська,1,210,210,3269,1347,41427,0,0,41.5,96.75
2020,Госпіталі ІГВ,Дніпропетровська,2,240,240,1799,285,28399,0,0,35.25,64.75
2020,Госпіталі ІГВ,Донецька,1,180,180,998,96,20655,0,0,18,71
2020,Госпіталі ІГВ,Житомирська,1,240,240,2753,635,33841,0,0,30.25,89.25
2020,Госпіталі ІГВ,Закарпатська,1,75,75,394,189,5290,12107,158,22.5,28.25
2020,Госпіталі ІГВ,Запорізька,1,90,90,528,90,8732,0,0,19.25,39.75
2020,Госпіталі ІГВ,Івано-Франківська,1,75,75,1595,750,16529,20541,0,29.25,53
2020,Госпіталі ІГВ,Київська,1,600,600,3465,838,76069,8429,0,56.5,222.75
2020,Госпіталі ІГВ,Кіровоградська,1,210,210,2034,878,28689,11780,0,29.75,91.5
2020,Госпіталі ІГВ,Луганська,0,0,0,0,0,0,0,0,0,0
2020,Госпіталі ІГВ,Львівська,1,820,730,7402,3262,96619,21492,0,154.25,376.75
2020,Госпіталі ІГВ,Миколаївська,1,220,276,2659,1187,43599,13832,0,42,74.25
2020,Госпіталі ІГВ,Одеська,2,230,230,1114,358,16490,0,0,37.5,50
2020,Госпіталі ІГВ,Полтавська,3,440,440.8,3382,661,48885,23010,183,76.75,209.5
2020,Госпіталі ІГВ,Рівненська,1,240,240,1547,623,32742,0,0,53,114.5
2020,Госпіталі ІГВ,Сумська,1,195,201,2310,506,28707,1884,0,30,71
2020,Госпіталі ІГВ,Тернопільська,1,120,120,706,398,11395,0,0,12.75,39.5
2020,Госпіталі ІГВ,Харківська,1,250,250,2570,1283,38543,25687,0,40.25,88.75
2020,Госпіталі ІГВ,Херсонська,1,226,226,1683,596,30366,8693,0,24.25,76.75
2020,Госпіталі ІГВ,Хмельницька,1,300,300,2142,1502,27993,0,0,35.25,85.25
2020,Госпіталі ІГВ,Черкаська,1,250,250,1480,468,21528,3188,0,47,114
2020,Госпіталі ІГВ,Чернівецька,1,195,195,2169,1214,27728,8345,0,29.75,62.5
2020,Госпіталі ІГВ,Чернігівська,0,0,34,575,180,8523,0,0,0,0
2020,Госпіталі ІГВ,м.Київ,3,766,766,3047,289,58744,0,0,68.75,183.5
2020,Госпіталі ІГВ,м.Севастополь,0,0,0,0,0,0,0,0,0,0
2020,Всі спеціалізовані лікарні,Автономна pеспубліка Крим,0,0,0,0,0,0,0,0,0,0
2020,Всі спеціалізовані лікарні,Вінницька,10,869,799.3,9569,4137,111164,31977,11,161.25,375.5
2020,Всі спеціалізовані лікарні,Волинська,5,1007,844,23661,9788,229097,136336,497,424.75,892
2020,Всі спеціалізовані лікарні,Дніпропетровська,14,2005,2157,34769,4263,349446,169611,218,568,1056.75
2020,Всі спеціалізовані лікарні,Донецька,3,205,205,5152,426,44793,4895,0,60.25,137
2020,Всі спеціалізовані лікарні,Житомирська,2,140,140,2744,1034,26013,8008,0,41.25,74
2020,Всі спеціалізовані лікарні,Закарпатська,6,845,868,6223,3167,114888,26293,16,176.5,363.75
2020,Всі спеціалізовані лікарні,Запорізька,2,253,341,5927,1089,53703,106776,15,123.25,186
2020,Всі спеціалізовані лікарні,Івано-Франківська,3,270,270,4767,1855,49915,46165,0,88.75,178.5
2020,Всі спеціалізовані лікарні,Київська,2,70,96,508,172,21900,1640,0,10.5,30.5
2020,Всі спеціалізовані лікарні,Кіровоградська,0,0,0,0,0,0,0,0,0,0
2020,Всі спеціалізовані лікарні,Луганська,1,50,50,674,196,12487,296,0,5.5,18.5
2020,Всі спеціалізовані лікарні,Львівська,5,635,770,11590,3184,135770,73111,13,126.25,276.25
2020,Всі спеціалізовані лікарні,Миколаївська,4,293,293,5700,1600,57246,128200,0,94.75,199.25
2020,Всі спеціалізовані лікарні,Одеська,1,420,420,11352,751,83205,4444,0,61.25,226
2020,Всі спеціалізовані лікарні,Полтавська,4,363,363,5525,1678,51820,57053,0,113.5,259.25
2020,Всі спеціалізовані лікарні,Рівненська,1,50,50,676,364,9439,279,0,5,22.5
2020,Всі спеціалізовані лікарні,Сумська,1,97,97,1638,302,16087,13058,0,29.5,56.5
2020,Всі спеціалізовані лікарні,Тернопільська,3,360,360,3976,1999,59873,0,0,28.75,90.5
2020,Всі спеціалізовані лікарні,Харківська,9,2090,1914,47067,10239,456732,108962,0,511.25,1083.25
2020,Всі спеціалізовані лікарні,Херсонська,2,201,204.3,3578,1035,30319,81094,0,62.25,151.25
2020,Всі спеціалізовані лікарні,Хмельницька,3,250,234.95,4593,1353,59349,19079,0,53.75,140.75
2020,Всі спеціалізовані лікарні,Черкаська,1,100,100,1801,264,13224,732,0,22.5,71.75
2020,Всі спеціалізовані лікарні,Чернівецька,1,40,25.1,460,325,5077,19596,0,16.75,38
2020,Всі спеціалізовані лікарні,Чернігівська,0,0,0,0,0,0,0,0,0,0
2020,Всі спеціалізовані лікарні,м.Київ,13,2416,2211,61079,5540,510413,392737,417,1108.5,2024
2020,Всі спеціалізовані лікарні,м.Севастополь,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/доросл.,Автономна pеспубліка Крим,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/доросл.,Вінницька,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/доросл.,Волинська,1,180,180,4287,836,38965,11411,0,57.5,133.25
2020,-інф.д/доросл.,Дніпропетровська,1,175,175,4001,490,39006,0,0,28.75,104
2020,-інф.д/доросл.,Донецька,2,145,145,3844,273,31392,1683,0,19.5,71.5
2020,-інф.д/доросл.,Житомирська,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/доросл.,Закарпатська,1,100,100,1963,901,18712,1329,0,30.75,68.5
2020,-інф.д/доросл.,Запорізька,1,217,285,4583,785,41089,60446,15,83.5,144
2020,-інф.д/доросл.,Івано-Франківська,2,230,230,3741,1436,44041,22198,0,61.25,153.5
2020,-інф.д/доросл.,Київська,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/доросл.,Кіровоградська,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/доросл.,Луганська,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/доросл.,Львівська,1,410,410,9253,2441,102866,0,0,84.25,184
2020,-інф.д/доросл.,Миколаївська,1,110,110,1402,502,18691,2123,0,31,81
2020,-інф.д/доросл.,Одеська,1,420,420,11352,751,83205,4444,0,61.25,226
2020,-інф.д/доросл.,Полтавська,1,152,152,2811,816,20987,0,0,29,89.25
2020,-інф.д/доросл.,Рівненська,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/доросл.,Сумська,1,97,97,1638,302,16087,13058,0,29.5,56.5
2020,-інф.д/доросл.,Тернопільська,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/доросл.,Харківська,1,290,224,7753,614,73418,4233,0,52,132.25
2020,-інф.д/доросл.,Херсонська,1,131,134.3,2339,513,20258,18988,0,30,84.5
2020,-інф.д/доросл.,Хмельницька,1,180,155,4177,1185,40577,607,0,37.75,112
2020,-інф.д/доросл.,Черкаська,1,100,100,1801,264,13224,732,0,22.5,71.75
2020,-інф.д/доросл.,Чернівецька,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/доросл.,Чернігівська,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/доросл.,м.Київ,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/доросл.,м.Севастополь,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/дітей,Автономна pеспубліка Крим,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/дітей,Вінницька,1,60,60,2413,899,13203,0,0,17,44.25
2020,-інф.д/дітей,Волинська,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/дітей,Дніпропетровська,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/дітей,Донецька,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/дітей,Житомирська,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/дітей,Закарпатська,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/дітей,Запорізька,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/дітей,Івано-Франківська,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/дітей,Київська,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/дітей,Кіровоградська,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/дітей,Луганська,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/дітей,Львівська,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/дітей,Миколаївська,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/дітей,Одеська,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/дітей,Полтавська,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/дітей,Рівненська,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/дітей,Сумська,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/дітей,Тернопільська,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/дітей,Харківська,1,320,216,4134,1015,34536,0,0,61.75,151.5
2020,-інф.д/дітей,Херсонська,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/дітей,Хмельницька,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/дітей,Черкаська,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/дітей,Чернівецька,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/дітей,Чернігівська,0,0,0,0,0,0,0,0,0,0
2020,-інф.д/дітей,м.Київ,1,96,92,1876,41,13593,620,0,29.75,72.75
2020,-інф.д/дітей,м.Севастополь,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/доросл.,Автономна pеспубліка Крим,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/доросл.,Вінницька,1,30,30,9,9,4645,0,0,1.5,7.75
2020,-туб.д/доросл.,Волинська,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/доросл.,Дніпропетровська,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/доросл.,Донецька,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/доросл.,Житомирська,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/доросл.,Закарпатська,1,315,338,1291,807,59500,6089,0,48.75,125.25
2020,-туб.д/доросл.,Запорізька,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/доросл.,Івано-Франківська,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/доросл.,Київська,1,30,56,114,47,14360,0,0,4.25,10.5
2020,-туб.д/доросл.,Кіровоградська,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/доросл.,Луганська,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/доросл.,Львівська,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/доросл.,Миколаївська,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/доросл.,Одеська,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/доросл.,Полтавська,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/доросл.,Рівненська,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/доросл.,Сумська,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/доросл.,Тернопільська,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/доросл.,Харківська,3,250,250,257,62,34728,0,0,24.75,54.5
2020,-туб.д/доросл.,Херсонська,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/доросл.,Хмельницька,1,40,49.95,86,39,10996,0,0,3,12.75
2020,-туб.д/доросл.,Черкаська,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/доросл.,Чернівецька,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/доросл.,Чернігівська,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/доросл.,м.Київ,2,390,390,366,31,48394,30730,244,39.25,91.5
2020,-туб.д/доросл.,м.Севастополь,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/дітей,Автономна pеспубліка Крим,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/дітей,Вінницька,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/дітей,Волинська,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/дітей,Дніпропетровська,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/дітей,Донецька,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/дітей,Житомирська,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/дітей,Закарпатська,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/дітей,Запорізька,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/дітей,Івано-Франківська,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/дітей,Київська,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/дітей,Кіровоградська,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/дітей,Луганська,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/дітей,Львівська,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/дітей,Миколаївська,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/дітей,Одеська,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/дітей,Полтавська,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/дітей,Рівненська,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/дітей,Сумська,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/дітей,Тернопільська,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/дітей,Харківська,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/дітей,Херсонська,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/дітей,Хмельницька,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/дітей,Черкаська,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/дітей,Чернівецька,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/дітей,Чернігівська,0,0,0,0,0,0,0,0,0,0
2020,-туб.д/дітей,м.Київ,1,50,50,17,0,3043,0,0,11,16
2020,-туб.д/дітей,м.Севастополь,0,0,0,0,0,0,0,0,0,0
2020,-офтальмолог.,Автономна pеспубліка Крим,0,0,0,0,0,0,0,0,0,0
2020,-офтальмолог.,Вінницька,0,0,0,0,0,0,0,0,0,0
2020,-офтальмолог.,Волинська,0,0,0,0,0,0,0,0,0,0
2020,-офтальмолог.,Дніпропетровська,1,235,235,9185,1767,52976,34542,0,64.5,112.25
2020,-офтальмолог.,Донецька,0,0,0,0,0,0,0,0,0,0
2020,-офтальмолог.,Житомирська,0,0,0,0,0,0,0,0,0,0
2020,-офтальмолог.,Закарпатська,0,0,0,0,0,0,0,0,0,0
2020,-офтальмолог.,Запорізька,0,0,0,0,0,0,0,0,0,0
2020,-офтальмолог.,Івано-Франківська,0,0,0,0,0,0,0,0,0,0
2020,-офтальмолог.,Київська,0,0,0,0,0,0,0,0,0,0
2020,-офтальмолог.,Кіровоградська,0,0,0,0,0,0,0,0,0,0
2020,-офтальмолог.,Луганська,0,0,0,0,0,0,0,0,0,0
2020,-офтальмолог.,Львівська,0,0,0,0,0,0,0,0,0,0
2020,-офтальмолог.,Миколаївська,1,110,110,3423,832,22957,32358,0,34.5,67.5
2020,-офтальмолог.,Одеська,0,0,0,0,0,0,0,0,0,0
2020,-офтальмолог.,Полтавська,0,0,0,0,0,0,0,0,0,0
2020,-офтальмолог.,Рівненська,0,0,0,0,0,0,0,0,0,0
2020,-офтальмолог.,Сумська,0,0,0,0,0,0,0,0,0,0
2020,-офтальмолог.,Тернопільська,0,0,0,0,0,0,0,0,0,0
2020,-офтальмолог.,Харківська,0,0,0,0,0,0,0,0,0,0
2020,-офтальмолог.,Херсонська,0,0,0,0,0,0,0,0,0,0
2020,-офтальмолог.,Хмельницька,0,0,0,0,0,0,0,0,0,0
2020,-офтальмолог.,Черкаська,0,0,0,0,0,0,0,0,0,0
2020,-офтальмолог.,Чернівецька,0,0,0,0,0,0,0,0,0,0
2020,-офтальмолог.,Чернігівська,0,0,0,0,0,0,0,0,0,0
2020,-офтальмолог.,м.Київ,1,180,180,8785,1104,17403,43788,0,109.75,114
2020,-офтальмолог.,м.Севастополь,0,0,0,0,0,0,0,0,0,0
2020,-віднов.лікув.,Автономна pеспубліка Крим,0,0,0,0,0,0,0,0,0,0
2020,-віднов.лікув.,Вінницька,5,350,353.3,2098,877,35563,0,0,35,139.25
2020,-віднов.лікув.,Волинська,0,0,0,0,0,0,0,0,0,0
2020,-віднов.лікув.,Дніпропетровська,2,540,510,4344,317,69214,0,0,62.25,172.5
2020,-віднов.лікув.,Донецька,0,0,0,0,0,0,0,0,0,0
2020,-віднов.лікув.,Житомирська,0,0,0,0,0,0,0,0,0,0
2020,-віднов.лікув.,Закарпатська,0,0,0,0,0,0,0,0,0,0
2020,-віднов.лікув.,Запорізька,0,0,0,0,0,0,0,0,0,0
2020,-віднов.лікув.,Івано-Франківська,0,0,0,0,0,0,0,0,0,0
2020,-віднов.лікув.,Київська,1,40,40,394,125,7540,1640,0,6.25,20
2020,-віднов.лікув.,Кіровоградська,0,0,0,0,0,0,0,0,0,0
2020,-віднов.лікув.,Луганська,0,0,0,0,0,0,0,0,0,0
2020,-віднов.лікув.,Львівська,2,175,310,1571,488,24992,0,0,14.5,56
2020,-віднов.лікув.,Миколаївська,1,43,43,615,207,8766,70964,0,16,27
2020,-віднов.лікув.,Одеська,0,0,0,0,0,0,0,0,0,0
2020,-віднов.лікув.,Полтавська,2,185,185,2579,821,27657,43630,0,63,135.25
2020,-віднов.лікув.,Рівненська,1,50,50,676,364,9439,279,0,5,22.5
2020,-віднов.лікув.,Сумська,0,0,0,0,0,0,0,0,0,0
2020,-віднов.лікув.,Тернопільська,1,10,10,70,70,2664,0,0,1,4
2020,-віднов.лікув.,Харківська,0,0,0,0,0,0,0,0,0,0
2020,-віднов.лікув.,Херсонська,1,70,70,1239,522,10061,62106,0,32.25,66.75
2020,-віднов.лікув.,Хмельницька,0,0,0,0,0,0,0,0,0,0
2020,-віднов.лікув.,Черкаська,0,0,0,0,0,0,0,0,0,0
2020,-віднов.лікув.,Чернівецька,0,0,0,0,0,0,0,0,0,0
2020,-віднов.лікув.,Чернігівська,0,0,0,0,0,0,0,0,0,0
2020,-віднов.лікув.,м.Київ,0,0,0,0,0,0,0,0,0,0
2020,-віднов.лікув.,м.Севастополь,0,0,0,0,0,0,0,0,0,0
2020,Центр бор.зі СНІД,Автономна pеспубліка Крим,0,0,0,0,0,0,0,0,0,0
2020,Центр бор.зі СНІД,Вінницька,1,114,41,407,121,7229,24900,0,35.25,55.25
2020,Центр бор.зі СНІД,Волинська,0,0,0,0,0,0,0,0,0,0
2020,Центр бор.зі СНІД,Дніпропетровська,0,0,8,84,29,1545,14219,0,13.5,11
2020,Центр бор.зі СНІД,Донецька,0,0,0,0,0,0,0,0,0,0
2020,Центр бор.зі СНІД,Житомирська,0,0,0,0,0,0,0,0,0,0
2020,Центр бор.зі СНІД,Закарпатська,0,0,0,0,0,0,0,0,0,0
2020,Центр бор.зі СНІД,Запорізька,0,0,15,57,9,1887,2981,0,0,0
2020,Центр бор.зі СНІД,Івано-Франківська,0,0,0,0,0,0,0,0,0,0
2020,Центр бор.зі СНІД,Київська,0,0,0,0,0,0,0,0,0,0
2020,Центр бор.зі СНІД,Кіровоградська,0,0,0,0,0,0,0,0,0,0
2020,Центр бор.зі СНІД,Луганська,0,0,0,0,0,0,0,0,0,0
2020,Центр бор.зі СНІД,Львівська,0,0,0,0,0,0,0,0,0,0
2020,Центр бор.зі СНІД,Миколаївська,1,30,30,260,59,6832,22755,0,13.25,23.75
2020,Центр бор.зі СНІД,Одеська,0,0,0,0,0,0,0,0,0,0
2020,Центр бор.зі СНІД,Полтавська,1,26,26,135,41,3176,13423,0,21.5,34.75
2020,Центр бор.зі СНІД,Рівненська,0,0,0,0,0,0,0,0,0,0
2020,Центр бор.зі СНІД,Сумська,0,0,0,0,0,0,0,0,0,0
2020,Центр бор.зі СНІД,Тернопільська,0,0,0,0,0,0,0,0,0,0
2020,Центр бор.зі СНІД,Харківська,0,0,0,0,0,0,0,0,0,0
2020,Центр бор.зі СНІД,Херсонська,0,0,0,0,0,0,0,0,0,0
2020,Центр бор.зі СНІД,Хмельницька,1,30,30,330,129,7776,18472,0,13,16
2020,Центр бор.зі СНІД,Черкаська,0,0,0,0,0,0,0,0,0,0
2020,Центр бор.зі СНІД,Чернівецька,0,0,0,0,0,0,0,0,0,0
2020,Центр бор.зі СНІД,Чернігівська,0,0,0,0,0,0,0,0,0,0
2020,Центр бор.зі СНІД,м.Київ,0,0,0,0,0,0,0,0,0,0
2020,Центр бор.зі СНІД,м.Севастополь,0,0,0,0,0,0,0,0,0,0
2020,-інші лікарні,Автономна pеспубліка Крим,0,0,0,0,0,0,0,0,0,0
2020,-інші лікарні,Вінницька,2,315,315,4642,2231,50524,7077,11,72.5,129
2020,-інші лікарні,Волинська,4,827,664,19374,8952,190132,124925,497,367.25,758.75
2020,-інші лікарні,Дніпропетровська,10,1055,1229,17155,1660,186705,120850,218,399,657
2020,-інші лікарні,Донецька,1,60,60,1308,153,13401,3212,0,40.75,65.5
2020,-інші лікарні,Житомирська,2,140,140,2744,1034,26013,8008,0,41.25,74
2020,-інші лікарні,Закарпатська,4,430,430,2969,1459,36676,18875,16,97,170
2020,-інші лікарні,Запорізька,1,36,41,1287,295,10727,43349,0,39.75,42
2020,-інші лікарні,Івано-Франківська,1,40,40,1026,419,5874,23967,0,27.5,25
2020,-інші лікарні,Київська,0,0,0,0,0,0,0,0,0,0
2020,-інші лікарні,Кіровоградська,0,0,0,0,0,0,0,0,0,0
2020,-інші лікарні,Луганська,1,50,50,674,196,12487,296,0,5.5,18.5
2020,-інші лікарні,Львівська,2,50,50,766,255,7912,73111,13,27.5,36.25
2020,-інші лікарні,Миколаївська,0,0,0,0,0,0,0,0,0,0
2020,-інші лікарні,Одеська,0,0,0,0,0,0,0,0,0,0
2020,-інші лікарні,Полтавська,0,0,0,0,0,0,0,0,0,0
2020,-інші лікарні,Рівненська,0,0,0,0,0,0,0,0,0,0
2020,-інші лікарні,Сумська,0,0,0,0,0,0,0,0,0,0
2020,-інші лікарні,Тернопільська,2,350,350,3906,1929,57209,0,0,27.75,86.5
2020,-інші лікарні,Харківська,4,1230,1224,34923,8548,314050,104729,0,372.75,745
2020,-інші лікарні,Херсонська,0,0,0,0,0,0,0,0,0,0
2020,-інші лікарні,Хмельницька,0,0,0,0,0,0,0,0,0,0
2020,-інші лікарні,Черкаська,0,0,0,0,0,0,0,0,0,0
2020,-інші лікарні,Чернівецька,1,40,25.1,460,325,5077,19596,0,16.75,38
2020,-інші лікарні,Чернігівська,0,0,0,0,0,0,0,0,0,0
2020,-інші лікарні,м.Київ,8,1700,1499,50035,4364,427980,317599,173,918.75,1729.75
2020,-інші лікарні,м.Севастополь,0,0,0,0,0,0,0,0,0,0
2020,Ц Р Л,Автономна pеспубліка Крим,0,0,0,0,0,0,0,0,0,0
2020,Ц Р Л,Вінницька,26,3743,3868.6,107078,57890,781857,2041773,1741,1554.25,3235.75
2020,Ц Р Л,Волинська,14,2271,2242,60227,38280,496605,1131254,598,900,1843
2020,Ц Р Л,Дніпропетровська,21,2516,2595,64019,31744,566074,1217273,940,850.75,1830
2020,Ц Р Л,Донецька,11,2341,2366,52940,15862,526529,1267390,1090,816,1864.25
2020,Ц Р Л,Житомирська,23,3023,3019.1,79459,42871,613425,1889469,2528,1184,2589.5
2020,Ц Р Л,Закарпатська,4,1322,1378,35422,21353,288987,790759,1461,519.5,1007.75
2020,Ц Р Л,Запорізька,19,2089,2107,47214,24980,446974,1223573,1575,784.75,1528.5
2020,Ц Р Л,Івано-Франківська,14,3433,3461,86490,56332,777000,1656201,26013,1634.75,2958.5
2020,Ц Р Л,Київська,24,5029,5096,117009,49745,1008065,2682016,4748,1987,3876.75
2020,Ц Р Л,Кіровоградська,20,2580,2612,63591,30282,572259,1111828,1771,883.5,2042.75
2020,Ц Р Л,Луганська,12,1758,1787,39177,16168,405332,798961,5836,522,1195.25
2020,Ц Р Л,Львівська,19,3860,3889,90145,56391,810501,2509584,38233,1870.5,3402.75
2020,Ц Р Л,Миколаївська,17,1292,1329.7,36676,19841,296120,1978698,2204,506.5,1049.75
2020,Ц Р Л,Одеська,26,3733,3731,89884,50378,740509,1821069,22484,1142.25,2551.25
2020,Ц Р Л,Полтавська,25,3388,3382.5,81049,40741,622248,2325877,4972,1248.75,2657
2020,Ц Р Л,Рівненська,14,2680,2702,63414,43835,505943,1604400,11404,926.5,2030
2020,Ц Р Л,Сумська,12,2190,2204.62,57753,20278,502860,1606537,26403,999.25,2244
2020,Ц Р Л,Тернопільська,14,2227,2232,50409,34360,451306,1518579,15699,977,1934.5
2020,Ц Р Л,Харківська,21,2818,2827,78402,31920,685433,2514525,11032,1385.25,2681.75
2020,Ц Р Л,Херсонська,18,2223,2314.4,57021,28291,459871,1203833,2851,680.25,1627.5
2020,Ц Р Л,Хмельницька,20,3472,3493.97,92376,51384,781032,1972716,3169,1499,2990
